Gene stable ID	Transcript stable ID	Transcript start (bp)	Transcript end (bp)	Transcription start site (TSS)	Transcript length (including UTRs and CDS)	Strand	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene % GC content	Gene name	Gene type
YLR047C	YLR047C_mRNA	239347	241407	241407	2061	-1	239347	241407	XII	38.43	FRE8	protein_coding
YMR082C	YMR082C_mRNA	431769	432125	432125	357	-1	431769	432125	XIII	43.14		protein_coding
YEL023C	YEL023C_mRNA	108504	110552	110552	2049	-1	108504	110552	V	37.19		protein_coding
YDR411C	YDR411C_mRNA	1293369	1294394	1294394	1026	-1	1293369	1294394	IV	44.05	DFM1	protein_coding
YKL025C	YKL025C_mRNA	390240	392279	392279	2040	-1	390240	392279	XI	36.67	PAN3	protein_coding
YLR225C	YLR225C_mRNA	587695	588918	588918	1224	-1	587695	588918	XII	36.36		protein_coding
YPR029C	YPR029C_mRNA	624469	626967	626967	2499	-1	624469	626967	XVI	36.21	APL4	protein_coding
YDR088C	YDR088C_mRNA	618497	619645	619645	1149	-1	618497	619645	IV	37.60	SLU7	protein_coding
YFL004W	YFL004W_mRNA	131810	134296	131810	2487	1	131810	134296	VI	37.27	VTC2	protein_coding
YDR369C	YDR369C_mRNA	1215016	1217580	1217580	2565	-1	1215016	1217580	IV	36.69	XRS2	protein_coding
YGL090W	YGL090W_mRNA	343319	344584	343319	1266	1	343319	344584	VII	37.52	LIF1	protein_coding
YLR297W	YLR297W_mRNA	724044	724433	724044	390	1	724044	724433	XII	39.23		protein_coding
YDR094W	YDR094W_mRNA	635840	636175	635840	336	1	635840	636175	IV	50.89		protein_coding
YNL027W	YNL027W_mRNA	579580	581616	579580	2037	1	579580	581616	XIV	37.70	CRZ1	protein_coding
YAL064C-A	YAL064C-A_mRNA	13363	13743	13743	381	-1	13363	13743	I	43.83	TDA8	protein_coding
YJL083W	YJL083W_mRNA	278841	280655	278841	1815	1	278841	280655	X	44.46	TAX4	protein_coding
YKL171W	YKL171W_mRNA	127475	130261	127475	2787	1	127475	130261	XI	40.62	NNK1	protein_coding
YOR353C	YOR353C_mRNA	998453	1000828	1000828	2376	-1	998453	1000828	XV	38.38	SOG2	protein_coding
YJR132W	YJR132W_mRNA	669522	672668	669522	3147	1	669522	672668	X	37.69	NMD5	protein_coding
YLR255C	YLR255C_mRNA	645600	645953	645953	354	-1	645600	645953	XII	47.18		protein_coding
YMR013W-A	YMR013W-A_mRNA	298311	298391	298311	81	1	298311	298391	XIII	37.04		protein_coding
YNL144W-A	YNL144W-A_mRNA	353061	353144	353061	84	1	353061	353144	XIV	40.48		protein_coding
YPL060W	YPL060W_mRNA	434523	435764	434523	1242	1	434523	435764	XVI	37.20	MFM1	protein_coding
YNL333W	YNL333W_mRNA	13267	14163	13267	897	1	13267	14163	XIV	46.71	SNZ2	protein_coding
YCL038C	YCL038C_mRNA	54941	56527	56527	1587	-1	54941	56527	III	39.51	ATG22	protein_coding
YBL035C	YBL035C_mRNA	151493	153610	153610	2118	-1	151493	153610	II	39.42	POL12	protein_coding
YJL092W	YJL092W_mRNA	257423	260947	257423	3525	1	257423	260947	X	37.93	SRS2	protein_coding
YGL010W	YGL010W_mRNA	475545	476069	475545	525	1	475545	476069	VII	37.90	MPO1	protein_coding
tI(GAU)Q	tI(GAU)Q_tRNA	70162	70237	70162	76	1	70162	70237	Mito	26.32		tRNA
YML076C	YML076C_mRNA	112513	115347	115347	2835	-1	112513	115347	XIII	38.17	WAR1	protein_coding
YDR379W	YDR379W_mRNA	1230167	1233196	1230167	3030	1	1230167	1233196	IV	38.35	RGA2	protein_coding
YDL029W	YDL029W_mRNA	399340	400638	399340	1176	1	399340	400638	IV	41.03	ARP2	protein_coding
tT(UGU)H	tT(UGU)H_tRNA	466990	467061	466990	72	1	466990	467061	VIII	50.00		tRNA
YDR205W	YDR205W_mRNA	859346	861520	859346	2175	1	859346	861520	IV	38.30	MSC2	protein_coding
YJL031C	YJL031C_mRNA	386368	387438	387438	984	-1	386368	387438	X	34.64	BET4	protein_coding
YLR016C	YLR016C_mRNA	176802	177416	177416	615	-1	176802	177416	XII	42.44	PML1	protein_coding
YOL116W	YOL116W_mRNA	99809	100957	99809	1149	1	99809	100957	XV	40.56	MSN1	protein_coding
YGR019W	YGR019W_mRNA	525229	526644	525229	1416	1	525229	526644	VII	42.02	UGA1	protein_coding
YKL096C-B	YKL096C-B_mRNA	259073	259222	259222	150	-1	259073	259222	XI	26.00		protein_coding
YMR137C	YMR137C_mRNA	542978	544963	544963	1986	-1	542978	544963	XIII	35.80	PSO2	protein_coding
YLR034C	YLR034C_mRNA	210512	211933	211933	1422	-1	210512	211933	XII	38.75	SMF3	protein_coding
YOL041C	YOL041C_mRNA	251267	252646	252646	1380	-1	251267	252646	XV	36.45	NOP12	protein_coding
YDL198C	YDL198C_mRNA	103649	104551	104551	903	-1	103649	104551	IV	42.41	GGC1	protein_coding
YPR076W	YPR076W_mRNA	696476	696850	696476	375	1	696476	696850	XVI	44.27		protein_coding
tS(AGA)J	tS(AGA)J_tRNA	524012	524093	524093	82	-1	524012	524093	X	53.66		tRNA
YHR118C	YHR118C_mRNA	344321	345628	345628	1308	-1	344321	345628	VIII	37.77	ORC6	protein_coding
YJL097W	YJL097W_mRNA	245591	246244	245591	654	1	245591	246244	X	38.38	PHS1	protein_coding
YDL120W	YDL120W_mRNA	245923	246447	245923	525	1	245923	246447	IV	40.76	YFH1	protein_coding
YLR292C	YLR292C_mRNA	719789	720370	720370	582	-1	719789	720370	XII	38.66	SEC72	protein_coding
YPR170W-B	YPR170W-B_mRNA	883239	883595	883239	258	1	883239	883595	XVI	39.50		protein_coding
YKR091W	YKR091W_mRNA	611525	612265	611525	741	1	611525	612265	XI	43.86	SRL3	protein_coding
YPR016C	YPR016C_mRNA	592332	593069	593069	738	-1	592332	593069	XVI	41.33	TIF6	protein_coding
YNL103W	YNL103W_mRNA	427735	429753	427735	2019	1	427735	429753	XIV	40.96	MET4	protein_coding
YAL012W	YAL012W_mRNA	130799	131983	130799	1185	1	130799	131983	I	48.69	CYS3	protein_coding
YJL148W	YJL148W_mRNA	140437	141138	140437	702	1	140437	141138	X	37.46	RPA34	protein_coding
YER039C-A	YER039C-A_mRNA	229263	229481	229481	219	-1	229263	229481	V	42.92		protein_coding
YKL162C-A	YKL162C-A_mRNA	145922	146074	146074	153	-1	145922	146074	XI	43.14		protein_coding
YDR421W	YDR421W_mRNA	1312040	1314892	1312040	2853	1	1312040	1314892	IV	38.77	ARO80	protein_coding
YGL051W	YGL051W_mRNA	403687	404391	403687	705	1	403687	404391	VII	41.42	MST27	protein_coding
YER058W	YER058W_mRNA	271768	272091	271768	324	1	271768	272091	V	42.59	PET117	protein_coding
YNL243W	YNL243W_mRNA	188051	190957	188051	2907	1	188051	190957	XIV	45.55	SLA2	protein_coding
YGL220W	YGL220W_mRNA	82374	82736	82374	363	1	82374	82736	VII	43.53		protein_coding
YDL186W	YDL186W_mRNA	125616	126449	125616	834	1	125616	126449	IV	43.88		protein_coding
YER110C	YER110C_mRNA	378762	382103	382103	3342	-1	378762	382103	V	39.89	KAP123	protein_coding
YLL027W	YLL027W_mRNA	87403	88155	87403	753	1	87403	88155	XII	45.55	ISA1	protein_coding
YER135C	YER135C_mRNA	437952	438344	438344	393	-1	437952	438344	V	33.33		protein_coding
YOL060C	YOL060C_mRNA	214017	216137	216137	2121	-1	214017	216137	XV	43.71	MAM3	protein_coding
YCL051W	YCL051W_mRNA	35865	37616	35865	1752	1	35865	37616	III	42.07	LRE1	protein_coding
YBL049W	YBL049W_mRNA	126828	127244	126828	417	1	126828	127244	II	39.09	MOH1	protein_coding
YOL102C	YOL102C_mRNA	125997	126689	126689	693	-1	125997	126689	XV	37.66	TPT1	protein_coding
YGR065C	YGR065C_mRNA	618077	619858	619858	1782	-1	618077	619858	VII	39.00	VHT1	protein_coding
YMR292W	YMR292W_mRNA	854795	855293	854795	417	1	854795	855293	XIII	36.47	GOT1	protein_coding
YBL021C	YBL021C_mRNA	181660	182094	182094	435	-1	181660	182094	II	48.05	HAP3	protein_coding
YPR026W	YPR026W_mRNA	615379	619014	615379	3636	1	615379	619014	XVI	38.45	ATH1	protein_coding
YLR421C	YLR421C_mRNA	965090	965560	965560	471	-1	965090	965560	XII	38.22	RPN13	protein_coding
YHR054W-A	YHR054W-A_mRNA	214508	214702	214508	195	1	214508	214702	VIII	41.54		protein_coding
tY(GUA)J2	tY(GUA)J2_tRNA	542956	543044	543044	75	-1	542956	543044	X	51.69	SUP4	tRNA
YPR154W	YPR154W_mRNA	834565	835212	834565	648	1	834565	835212	XVI	42.90	PIN3	protein_coding
YAL058W	YAL058W_mRNA	37464	38972	37464	1509	1	37464	38972	I	43.41	CNE1	protein_coding
YDR119W-A	YDR119W-A_mRNA	691014	691214	691014	201	1	691014	691214	IV	44.28	COX26	protein_coding
YJR055W	YJR055W_mRNA	538772	539266	538772	495	1	538772	539266	X	34.95	HIT1	protein_coding
YMR273C	YMR273C_mRNA	811233	813980	813980	2748	-1	811233	813980	XIII	42.47	ZDS1	protein_coding
YHL008C	YHL008C_mRNA	92627	94510	94510	1884	-1	92627	94510	VIII	39.97		protein_coding
YNL212W	YNL212W_mRNA	247461	249809	247461	2349	1	247461	249809	XIV	37.38	VID27	protein_coding
YDR429C	YDR429C_mRNA	1324477	1325301	1325301	825	-1	1324477	1325301	IV	40.97	TIF35	protein_coding
YCL027W	YCL027W_mRNA	71803	73341	71803	1539	1	71803	73341	III	40.87	FUS1	protein_coding
YCR030C	YCR030C_mRNA	173826	176438	176438	2613	-1	173826	176438	III	41.68	SYP1	protein_coding
YGR048W	YGR048W_mRNA	589826	590911	589826	1086	1	589826	590911	VII	41.53	UFD1	protein_coding
YPL249C	YPL249C_mRNA	76669	79353	79353	2685	-1	76669	79353	XVI	39.33	GYP5	protein_coding
YLR165C	YLR165C_mRNA	494494	495258	495258	765	-1	494494	495258	XII	37.78	PUS5	protein_coding
YDR220C	YDR220C_mRNA	907000	907293	907293	294	-1	907000	907293	IV	35.37		protein_coding
YDR263C	YDR263C_mRNA	994242	995534	995534	1293	-1	994242	995534	IV	36.27	DIN7	protein_coding
YBR187W	YBR187W_mRNA	602634	603476	602634	843	1	602634	603476	II	42.35	GDT1	protein_coding
YOR244W	YOR244W_mRNA	792531	793868	792531	1338	1	792531	793868	XV	36.55	ESA1	protein_coding
YBR201C-A	YBR201C-A_mRNA	624493	624696	624696	204	-1	624493	624696	II	41.67		protein_coding
YBR074W	YBR074W_mRNA	386286	389216	386286	2931	1	386286	389216	II	37.87		protein_coding
YDL195W	YDL195W_mRNA	107208	111029	107208	3822	1	107208	111029	IV	42.18	SEC31	protein_coding
YDR007W	YDR007W_mRNA	461842	462516	461842	675	1	461842	462516	IV	42.07	TRP1	protein_coding
YOL014W	YOL014W_mRNA	299693	300067	299693	375	1	299693	300067	XV	41.33		protein_coding
YLR059C	YLR059C_mRNA	259738	260547	260547	810	-1	259738	260547	XII	48.15	REX2	protein_coding
YML130C	YML130C_mRNA	11483	13174	13174	1692	-1	11483	13174	XIII	37.23	ERO1	protein_coding
YBR223C	YBR223C_mRNA	668663	670297	670297	1635	-1	668663	670297	II	42.81	TDP1	protein_coding
tP(UGG)Q	tP(UGG)Q_tRNA	731	802	731	72	1	731	802	Mito	44.44		tRNA
YCR018C-A	YCR018C-A_mRNA	151608	151862	151862	255	-1	151608	151862	III	32.16		protein_coding
YER019W	YER019W_mRNA	192797	194230	192797	1434	1	192797	194230	V	49.93	ISC1	protein_coding
YIR016W	YIR016W_mRNA	382628	383425	382628	798	1	382628	383425	IX	50.50		protein_coding
YIL069C	YIL069C_mRNA	231553	232369	232369	408	-1	231553	232369	IX	37.94	RPS24B	protein_coding
YLR440C	YLR440C_mRNA	1015568	1017697	1017697	2130	-1	1015568	1017697	XII	37.75	SEC39	protein_coding
YIL102C	YIL102C_mRNA	174582	174887	174887	306	-1	174582	174887	IX	41.18		protein_coding
YER042W	YER042W_mRNA	234937	235491	234937	555	1	234937	235491	V	36.40	MXR1	protein_coding
YBL069W	YBL069W_mRNA	90741	92030	90741	1290	1	90741	92030	II	40.62	AST1	protein_coding
YML116W	YML116W_mRNA	38196	39824	38196	1629	1	38196	39824	XIII	39.10	ATR1	protein_coding
YHR058C	YHR058C_mRNA	218997	219884	219884	888	-1	218997	219884	VIII	42.79	MED6	protein_coding
YMR265C	YMR265C_mRNA	796540	797925	797925	1386	-1	796540	797925	XIII	43.22		protein_coding
YDL169C	YDL169C_mRNA	158064	158735	158735	672	-1	158064	158735	IV	40.77	UGX2	protein_coding
YPL109C	YPL109C_mRNA	345264	347389	347389	1974	-1	345264	347389	XVI	36.22		protein_coding
YPL204W	YPL204W_mRNA	164276	165760	164276	1485	1	164276	165760	XVI	41.48	HRR25	protein_coding
YLR365W	YLR365W_mRNA	855199	855531	855199	333	1	855199	855531	XII	36.04		protein_coding
YOR047C	YOR047C_mRNA	416347	417681	417681	1335	-1	416347	417681	XV	38.43	STD1	protein_coding
YLR222C	YLR222C_mRNA	579318	581771	581771	2454	-1	579318	581771	XII	37.61	UTP13	protein_coding
YPR183W	YPR183W_mRNA	900755	901558	900755	804	1	900755	901558	XVI	49.88	DPM1	protein_coding
YOR396C-A	YOR396C-A_mRNA	1090015	1090497	1090497	483	-1	1090015	1090497	XV	45.55		protein_coding
YER077C	YER077C_mRNA	314534	316600	316600	2067	-1	314534	316600	V	37.49	MRX1	protein_coding
YDR348C	YDR348C_mRNA	1170326	1171825	1171825	1500	-1	1170326	1171825	IV	42.53	PAL1	protein_coding
YKL030W	YKL030W_mRNA	382498	383103	382498	606	1	382498	383103	XI	41.25		protein_coding
YGR295C	YGR295C_mRNA	1081584	1082729	1082729	1146	-1	1081584	1082729	VII	38.74	COS6	protein_coding
YER039C	YER039C_mRNA	228456	229205	229205	750	-1	228456	229205	V	43.47	HVG1	protein_coding
YPL230W	YPL230W_mRNA	115312	116487	115312	1176	1	115312	116487	XVI	41.67	USV1	protein_coding
YFL007W	YFL007W_mRNA	123479	129910	123479	6432	1	123479	129910	VI	38.06	BLM10	protein_coding
YLR371W	YLR371W_mRNA	862714	866784	862714	4071	1	862714	866784	XII	38.44	ROM2	protein_coding
YMR061W	YMR061W_mRNA	392755	394788	392755	2034	1	392755	394788	XIII	35.30	RNA14	protein_coding
YPL159C	YPL159C_mRNA	250907	251668	251668	762	-1	250907	251668	XVI	38.06	PET20	protein_coding
YMR288W	YMR288W_mRNA	845571	848486	845571	2916	1	845571	848486	XIII	38.27	HSH155	protein_coding
YMR166C	YMR166C_mRNA	593367	594473	594473	1107	-1	593367	594473	XIII	42.91	MME1	protein_coding
YHR142W	YHR142W_mRNA	383538	384488	383538	951	1	383538	384488	VIII	39.85	CHS7	protein_coding
YJR111C	YJR111C_mRNA	635855	636706	636706	852	-1	635855	636706	X	40.85	PXP2	protein_coding
YPL152W	YPL152W_mRNA	265028	266104	265028	1077	1	265028	266104	XVI	37.88	RRD2	protein_coding
YJR113C	YJR113C_mRNA	638232	638975	638975	744	-1	638232	638975	X	52.02	RSM7	protein_coding
YDR230W	YDR230W_mRNA	926223	926570	926223	348	1	926223	926570	IV	45.98		protein_coding
YDR131C	YDR131C_mRNA	716790	718460	718460	1671	-1	716790	718460	IV	35.55		protein_coding
YEL020W-A	YEL020W-A_mRNA	117211	117474	117211	264	1	117211	117474	V	41.67	TIM9	protein_coding
YLR116W	YLR116W_mRNA	380822	382252	380822	1431	1	380822	382252	XII	42.91	MSL5	protein_coding
YIR040C	YIR040C_mRNA	433389	433721	433721	333	-1	433389	433721	IX	39.64		protein_coding
YLR013W	YLR013W_mRNA	171339	171764	171339	426	1	171339	171764	XII	39.67	GAT3	protein_coding
YBR125C	YBR125C_mRNA	487199	488380	488380	1182	-1	487199	488380	II	40.52	PTC4	protein_coding
YPL216W	YPL216W_mRNA	143821	147129	143821	3309	1	143821	147129	XVI	36.26		protein_coding
YOR290C	YOR290C_mRNA	855147	860258	860258	5112	-1	855147	860258	XV	38.97	SNF2	protein_coding
YEL012W	YEL012W_mRNA	131772	132551	131772	657	1	131772	132551	V	38.21	UBC8	protein_coding
YLR179C	YLR179C_mRNA	514108	514713	514713	606	-1	514108	514713	XII	48.02		protein_coding
YDR297W	YDR297W_mRNA	1056551	1057600	1056551	1050	1	1056551	1057600	IV	42.29	SUR2	protein_coding
YBR191W	YBR191W_mRNA	606270	607140	606270	483	1	606270	607140	II	38.00	RPL21A	protein_coding
YKL060C	YKL060C_mRNA	326408	327487	327487	1080	-1	326408	327487	XI	45.19	FBA1	protein_coding
tV(AAC)G2	tV(AAC)G2_tRNA	823482	823555	823482	74	1	823482	823555	VII	52.70		tRNA
YDL215C	YDL215C_mRNA	70640	73918	73918	3279	-1	70640	73918	IV	36.66	GDH2	protein_coding
YJL205C	YJL205C_mRNA	50139	50443	50443	162	-1	50139	50443	X	39.34	NCE101	protein_coding
YGL133W	YGL133W_mRNA	257707	261501	257707	3795	1	257707	261501	VII	37.81	ITC1	protein_coding
YOR355W	YOR355W_mRNA	1005137	1006705	1005137	1569	1	1005137	1006705	XV	37.99	GDS1	protein_coding
YIL061C	YIL061C_mRNA	244657	245559	245559	903	-1	244657	245559	IX	43.96	SNP1	protein_coding
YGR078C	YGR078C_mRNA	639772	640371	640371	600	-1	639772	640371	VII	45.50	PAC10	protein_coding
YJR020W	YJR020W_mRNA	468001	468333	468001	333	1	468001	468333	X	45.95		protein_coding
YAR068W	YAR068W_mRNA	222406	222891	222406	486	1	222406	222891	I	47.33		protein_coding
YLR417W	YLR417W_mRNA	955010	956710	955010	1701	1	955010	956710	XII	41.03	VPS36	protein_coding
YDL129W	YDL129W_mRNA	231024	231899	231024	876	1	231024	231899	IV	42.58		protein_coding
YPR064W	YPR064W_mRNA	678951	679370	678951	420	1	678951	679370	XVI	46.90		protein_coding
YPL082C	YPL082C_mRNA	398480	404083	404083	5604	-1	398480	404083	XVI	38.94	MOT1	protein_coding
YMR101C	YMR101C_mRNA	468445	469476	469476	1032	-1	468445	469476	XIII	34.11	SRT1	protein_coding
YBR299W	YBR299W_mRNA	805351	807105	805351	1755	1	805351	807105	II	40.34	MAL32	protein_coding
YDL088C	YDL088C_mRNA	298417	300003	300003	1587	-1	298417	300003	IV	37.87	ASM4	protein_coding
YKR034W	YKR034W_mRNA	506898	507707	506898	810	1	506898	507707	XI	43.46	DAL80	protein_coding
tF(GAA)G	tF(GAA)G_tRNA	440716	440807	440807	73	-1	440716	440807	VII	48.91		tRNA
YOR199W	YOR199W_mRNA	720181	720510	720181	330	1	720181	720510	XV	34.24		protein_coding
YOR005C	YOR005C_mRNA	334509	337343	337343	2835	-1	334509	337343	XV	37.50	DNL4	protein_coding
YCR081W	YCR081W_mRNA	254371	258654	254371	4284	1	254371	258654	III	35.15	SRB8	protein_coding
YHR143W-A	YHR143W-A_mRNA	387233	387445	387233	213	1	387233	387445	VIII	41.78	RPC10	protein_coding
YMR296C	YMR296C_mRNA	859215	860891	860891	1677	-1	859215	860891	XIII	47.05	LCB1	protein_coding
YMR212C	YMR212C_mRNA	690695	693043	693043	2349	-1	690695	693043	XIII	35.38	EFR3	protein_coding
YDR039C	YDR039C_mRNA	531307	534582	534582	3276	-1	531307	534582	IV	41.48	ENA2	protein_coding
YFL027C	YFL027C_mRNA	80419	81912	81912	1494	-1	80419	81912	VI	37.55	GYP8	protein_coding
YJL075C	YJL075C_mRNA	298460	298876	298876	417	-1	298460	298876	X	37.41	APQ13	protein_coding
tF(GAA)B	tF(GAA)B_tRNA	36398	36488	36398	73	1	36398	36488	II	50.55		tRNA
YBR219C	YBR219C_mRNA	662499	663303	663303	384	-1	662499	663303	II	40.00		protein_coding
YBL032W	YBL032W_mRNA	160184	161329	160184	1146	1	160184	161329	II	46.25	HEK2	protein_coding
YFR039C	YFR039C_mRNA	232012	233544	233544	1533	-1	232012	233544	VI	38.10	OSW7	protein_coding
YER184C	YER184C_mRNA	556296	558680	558680	2385	-1	556296	558680	V	38.16	TOG1	protein_coding
YBR114W	YBR114W_mRNA	467248	469620	467248	2373	1	467248	469620	II	40.08	RAD16	protein_coding
YBR267W	YBR267W_mRNA	739841	741022	739841	1182	1	739841	741022	II	44.59	REI1	protein_coding
RDN5-1	RDN5-1_rRNA	459676	459796	459676	121	1	459676	459796	XII	52.07		rRNA
tH(GUG)G2	tH(GUG)G2_tRNA	319781	319852	319781	72	1	319781	319852	VII	47.22		tRNA
YIL009C-A	YIL009C-A_mRNA	335666	336212	336212	546	-1	335666	336212	IX	38.94	EST3	protein_coding
YMR153C-A	YMR153C-A_mRNA	565574	565909	565909	336	-1	565574	565909	XIII	38.10		protein_coding
YPL035C	YPL035C_mRNA	486564	486911	486911	348	-1	486564	486911	XVI	33.05		protein_coding
YDR075W	YDR075W_mRNA	597156	598082	597156	927	1	597156	598082	IV	36.79	PPH3	protein_coding
YER060W-A	YER060W-A_mRNA	276572	278164	276572	1593	1	276572	278164	V	42.00	FCY22	protein_coding
tI(AAU)I1	tI(AAU)I1_tRNA	183440	183513	183513	74	-1	183440	183513	IX	58.11		tRNA
YNL135C	YNL135C_mRNA	371882	372226	372226	345	-1	371882	372226	XIV	46.09	FPR1	protein_coding
YPR107C	YPR107C_mRNA	741438	742064	742064	627	-1	741438	742064	XVI	37.80	YTH1	protein_coding
tX(XXX)L	tX(XXX)L_tRNA	784354	784453	784354	80	1	784354	784453	XII	52.00		tRNA
YOL001W	YOL001W_mRNA	325249	326130	325249	882	1	325249	326130	XV	37.07	PHO80	protein_coding
YNL032W	YNL032W_mRNA	574506	575351	574506	846	1	574506	575351	XIV	38.89	SIW14	protein_coding
YHR060W	YHR060W_mRNA	220725	221270	220725	546	1	220725	221270	VIII	38.10	VMA22	protein_coding
YOR187W	YOR187W_mRNA	684030	685343	684030	1314	1	684030	685343	XV	42.01	TUF1	protein_coding
YMR127C	YMR127C_mRNA	522329	523345	523345	1017	-1	522329	523345	XIII	37.86	SAS2	protein_coding
YDL223C	YDL223C_mRNA	57265	60405	60405	3141	-1	57265	60405	IV	42.60	HBT1	protein_coding
YDR156W	YDR156W_mRNA	769525	769938	769525	414	1	769525	769938	IV	50.97	RPA14	protein_coding
YDR167W	YDR167W_mRNA	789449	790069	789449	621	1	789449	790069	IV	43.16	TAF10	protein_coding
YLL065W	YLL065W_mRNA	11726	12076	11726	351	1	11726	12076	XII	36.75		protein_coding
YGR281W	YGR281W_mRNA	1052824	1057257	1052824	4434	1	1052824	1057257	VII	37.89	YOR1	protein_coding
YIL060W	YIL060W_mRNA	246392	246826	246392	435	1	246392	246826	IX	40.92		protein_coding
YJL015C	YJL015C_mRNA	407142	407426	407426	285	-1	407142	407426	X	34.39		protein_coding
YPL146C	YPL146C_mRNA	276162	277529	277529	1368	-1	276162	277529	XVI	34.06	NOP53	protein_coding
YGL148W	YGL148W_mRNA	226399	227529	226399	1131	1	226399	227529	VII	47.66	ARO2	protein_coding
YPR133W-A	YPR133W-A_mRNA	797557	797709	797557	153	1	797557	797709	XVI	43.14	TOM5	protein_coding
YAL044C	YAL044C_mRNA	57950	58462	58462	513	-1	57950	58462	I	48.34	GCV3	protein_coding
YOR151C	YOR151C_mRNA	612997	616671	616671	3675	-1	612997	616671	XV	38.48	RPB2	protein_coding
YNL046W	YNL046W_mRNA	542304	542822	542304	519	1	542304	542822	XIV	45.86		protein_coding
YJL003W	YJL003W_mRNA	432644	433000	432644	357	1	432644	433000	X	38.38	COX16	protein_coding
YEL058W	YEL058W_mRNA	43252	44925	43252	1674	1	43252	44925	V	45.94	PCM1	protein_coding
tV(AAC)O	tV(AAC)O_tRNA	663812	663885	663885	74	-1	663812	663885	XV	54.05		tRNA
YNL325C	YNL325C_mRNA	28739	31378	31378	2640	-1	28739	31378	XIV	35.95	FIG4	protein_coding
YLR369W	YLR369W_mRNA	859552	861525	859552	1974	1	859552	861525	XII	37.94	SSQ1	protein_coding
YGL004C	YGL004C_mRNA	490703	491956	491956	1254	-1	490703	491956	VII	39.15	RPN14	protein_coding
YJL196C	YJL196C_mRNA	67850	68782	68782	933	-1	67850	68782	X	40.09	ELO1	protein_coding
YPR015C	YPR015C_mRNA	590283	591026	591026	744	-1	590283	591026	XVI	44.22		protein_coding
YMR013C	YMR013C_mRNA	295179	296738	296738	1560	-1	295179	296738	XIII	35.13	SEC59	protein_coding
YHL013C	YHL013C_mRNA	77430	78353	78353	924	-1	77430	78353	VIII	37.66	OTU2	protein_coding
YER165W	YER165W_mRNA	510373	512106	510373	1734	1	510373	512106	V	41.70	PAB1	protein_coding
YIL089W	YIL089W_mRNA	195599	196216	195599	618	1	195599	196216	IX	38.19		protein_coding
YNL062C	YNL062C_mRNA	508776	510212	510212	1437	-1	508776	510212	XIV	38.20	GCD10	protein_coding
YML059C	YML059C_mRNA	153219	158258	158258	5040	-1	153219	158258	XIII	40.48	NTE1	protein_coding
YML086C	YML086C_mRNA	95791	97371	97371	1581	-1	95791	97371	XIII	40.67	ALO1	protein_coding
YPL036W	YPL036W_mRNA	482843	485686	482843	2844	1	482843	485686	XVI	43.64	PMA2	protein_coding
YOR161C-C	YOR161C-C_mRNA	639121	639267	639267	147	-1	639121	639267	XV	47.62		protein_coding
YBL061C	YBL061C_mRNA	105316	107406	107406	2091	-1	105316	107406	II	39.31	SKT5	protein_coding
YIL166C	YIL166C_mRNA	30938	32566	32566	1629	-1	30938	32566	IX	37.94		protein_coding
YHR216W	YHR216W_mRNA	554396	555967	554396	1572	1	554396	555967	VIII	42.49	IMD2	protein_coding
YER182W	YER182W_mRNA	552525	553259	552525	735	1	552525	553259	V	39.86	FMP10	protein_coding
YGR190C	YGR190C_mRNA	880296	880661	880661	366	-1	880296	880661	VII	37.70		protein_coding
YKR005C	YKR005C_mRNA	448521	450167	450167	1578	-1	448521	450167	XI	39.22		protein_coding
YJR162C	YJR162C_mRNA	744911	745261	745261	351	-1	744911	745261	X	37.04		protein_coding
YMR186W	YMR186W_mRNA	632355	634472	632355	2118	1	632355	634472	XIII	38.53	HSC82	protein_coding
